ID,Category,Level,Question,OptionA,OptionB,OptionC,OptionD,CorrectAnswer,Explanation,Tags
Q2792,🤯 دماغ کا امتحان,H,10000 روپے پر 10% سالانہ کے حساب سے 2 سال کا سود کتنا بنے گا؟,1900,2200,2000,2100,C,سود = (اصل رقم × شرح × مدت)/100 = (10000×10×2)/100 = 2000 روپے۔,"دماغ کا امتحان, مشکل"
Q2793,📖 اردو محاورے,H,"""دل میں بسنا"" محاورے کا کیا مطلب ہے؟",ڈر جانا,نفرت کرنا,بہت عزیز ہونا,بھول جانا,C,درست جواب ہے: بہت عزیز ہونا ________________۔,"اردو محاورے, مشکل"
Q2794,🎭 الفاظ کا جادو,H,"لفظ """"ابتدا"""" کا مترادف کیا ہے؟",وقفہ,آغاز,اختتام,درمیان,B,ابتدا اور آغاز ہم معنی الفاظ ہیں۔,"الفاظ کا جادو, مشکل"
Q2795,🤯 دماغ کا امتحان,H,ایک باغ میں 30 درخت ہیں۔ ہر درخت پر 12 پھل ہیں۔ اگر 1/3 پھل گر جائیں، تو کتنے باقی رہیں گے؟,320,360,240,280,C,درست جواب ہے: 240 ________________۔,"دماغ کا امتحان, مشکل"
Q2796,📖 اردو محاورے,H,مفت کی چیز سب کو اچھی لگتی ہے، یہ کس محاورے سے ظاہر ہوتا ہے,آ بیل مجھے مار,مفت کی شراب قاضی کو بھی حلال,آسمان سر پر اٹھانا,اونٹ کے منہ میں زیرہ,B,یہ محاورہ مفت چیز کی کشش کو ظاہر کرتا ہے۔,"اردو محاورے, مشکل"
Q2797,🧩 دلچسپ پہیلیاں,H,وہ کون سی چیز ہے جو آپ کے پاس ہوتی ہے لیکن اسے سب سے زیادہ دوسرے لوگ استعمال کرتے ہیں؟,آپ کا نام,موبائل,گھر,گاڑی,A,درست جواب ہے: آپ کا نام۔,"دلچسپ پہیلیاں, مشکل"
Q2798,👑 صرف ذہین لوگوں کے لیے,H,فیض احمد فیض کا مشہور شعری مجموعہ کون سا ہے؟,ضرب کلیم,بانگ درا,شکوہ,نقش فریادی,D,درست جواب ہے: نقش فریادی۔,"صرف ذہین لوگوں کے لیے, مشکل"
Q2799,🎭 الفاظ کا جادو,H,"لفظ ""مہر"" کا ایک معنی کیا ہے؟",حقِ مہر,طلاق,گواہ,خطبہ,A,مہر کے معنی حقِ مہر بھی ہیں، جبکہ اس کے دوسرے معنی سورج اور محبت بھی ہیں۔,"الفاظ کا جادو, مشکل"
Q2800,🧩 دلچسپ پہیلیاں,H,وہ کون سی چیز ہے جو انسان جتنا زیادہ بانٹتا ہے اتنی ہی اس کی عزت بڑھتی ہے؟,پیسہ,وقت,علم,کھانا,C,علم بانٹنے سے بڑھتا ہے,"دلچسپ پہیلیاں, مشکل"
Q2801,🤯 دماغ کا امتحان,H,باپ اور بیٹے کی عمروں کا مجموعہ 120 سال ہے۔ باپ بیٹے سے 5 گنا بڑا ہے۔ بیٹے کی عمر کیا ہے؟,20,22,18,25,A,بیٹا + باپ = 120، باپ = 5×بیٹا، لہٰذا بیٹا = 120/6 = 20 سال۔,"دماغ کا امتحان, مشکل"
Q2802,😈 ٹرک سوالات,H,ایک تھیلے میں 2 سرخ اور 7 نیلی گیندیں ہیں۔ بغیر دیکھے ایک گیند نکالنے پر سرخ گیند نکلنے کا امکان کتنے میں سے کتنا ہے؟,2/7,2/9,9/2,7/9,B,کل گیندیں 9 ہیں جن میں سے 2 سرخ ہیں، اس لیے امکان 2/9 ہے۔,"ٹرک سوالات, مشکل"
Q2803,👑 صرف ذہین لوگوں کے لیے,H,لاہور کا مغل دور کا مشہور قلعہ کیا کہلاتا ہے؟,بالا حصار,لاہور فورٹ ٹو,روہتاس قلعہ,شاہی قلعہ لاہور,D,درست جواب ہے: شاہی قلعہ لاہور۔,"صرف ذہین لوگوں کے لیے, مشکل"
Q2804,🧩 دلچسپ پہیلیاں,H,وہ کون سی چیز ہے جو آپ کے پکارنے پر جواب دیتی ہے مگر خود کبھی بات نہیں کرتی؟,کتاب,گونج,موبائل,ریڈیو,B,درست جواب ہے: گونج۔,"دلچسپ پہیلیاں, مشکل"
Q2805,👑 صرف ذہین لوگوں کے لیے,H,قائد اعظم نے آل انڈیا مسلم لیگ کی رکنیت کب اختیار کی؟,1906,1940,1920,1913,D,درست جواب ہے: 1913۔,"صرف ذہین لوگوں کے لیے, مشکل"
Q2806,🤯 دماغ کا امتحان,H,ایک گاڑی 100 کلومیٹر فی گھنٹہ کی رفتار سے 3 گھنٹے سفر کرتی ہے۔ کل فاصلہ کتنا ہوگا؟,200,300,400,500,B,فاصلہ = رفتار × وقت = 100 × 3 = 300 کلومیٹر۔,"دماغ کا امتحان, مشکل"
Q2807,😈 ٹرک سوالات,H,ایک تھیلے میں 2 سرخ اور 3 نیلی گیندیں ہیں۔ بغیر دیکھے ایک گیند نکالنے پر سرخ گیند نکلنے کا امکان کتنے میں سے کتنا ہے؟,2/5,5/2,3/5,2/3,A,کل گیندیں 5 ہیں جن میں سے 2 سرخ ہیں، اس لیے امکان 2/5 ہے۔,"ٹرک سوالات, مشکل"
Q2808,👑 صرف ذہین لوگوں کے لیے,H,اگر آج اتوار ہے تو 3 دن بعد کیا دن ہوگا؟,پیر,بدھ,جمعہ,منگل,B,درست جواب ہے: بدھ۔,"صرف ذہین لوگوں کے لیے, مشکل"
Q2809,⏳ 5 سیکنڈ چیلنج,H,ایک کمرے میں چراغ، چولھا اور موم بتی ہے، پاس صرف ایک ماچس ہے۔ سب سے پہلے کیا جلانا چاہیے؟,ماچس,چراغ,موم بتی,چولھا,A,پہلے ماچس جلائی جائے گی تب باقی چیزیں جل سکیں گی۔,"5 سیکنڈ چیلنج, مشکل"
Q2810,😈 ٹرک سوالات,H,باپ اور بیٹے کی عمروں کا مجموعہ 44 سال ہے۔ باپ بیٹے سے 3 گنا بڑا ہے۔ بیٹے کی عمر کیا ہے؟,9,16,11,13,C,بیٹا + باپ = 44، باپ = 3×بیٹا، لہٰذا بیٹا = 44/4 = 11 سال۔,"ٹرک سوالات, مشکل"
Q2811,🧠 99٪ لوگ غلط جواب دیتے ہیں,H,دو مقداروں کا تناسب 6:4 ہے۔ اگر کل مقدار 120 ہے تو پہلی مقدار کتنی ہوگی؟,48,74,72,70,C,کل حصے = 6+4 = 10۔ پہلی مقدار = (6/10)×120 = 72۔,"99٪ لوگ غلط جواب دیتے ہیں, مشکل"
Q2812,😈 ٹرک سوالات,H,دو ٹرینیں 70 اور 20 کلومیٹر فی گھنٹہ کی رفتار سے ایک دوسرے کی طرف آ رہی ہیں، درمیانی فاصلہ 180 کلومیٹر ہے (سیٹ 11)۔ کتنے گھنٹوں میں ملیں گی؟,3,2,4,1,B,وقت = فاصلہ/مجموعی رفتار = 180/90 = 2 گھنٹے۔,"ٹرک سوالات, مشکل"
Q2813,🤯 دماغ کا امتحان,H,ایک چڑیا 20 فٹ گہرے گڑھے میں گر گئی۔ روزانہ 3 فٹ اوپر چڑھتی ہے اور 2 فٹ نیچے پھسل جاتی ہے۔ وہ کتنے دن میں باہر نکلے گی؟,17 دن,22 دن,18 دن,20 دن,A,درست جواب ہے: 17 دن۔,"دماغ کا امتحان, مشکل"
Q2814,🧩 دلچسپ پہیلیاں,H,وہ کیا ہے جو دیکھنے میں چھوٹا مگر وزن میں بہت بھاری محسوس ہو سکتا ہے؟,پتھر,ذمہ داری,لوہا,سونا,B,یہ ایک لطیف پہیلی ہے جس کا جواب ہے: ذمہ داری۔,"دلچسپ پہیلیاں, مشکل"
Q2815,👑 صرف ذہین لوگوں کے لیے,H,انسانی جسم میں سب سے لمبی نس (رگ) کون سی ہے؟,شہ رگ,گردن کی رگ,بازو کی رگ,سیفینس ویین (ٹانگ میں),D,درست جواب ہے: سیفینس ویین (ٹانگ میں)۔,"صرف ذہین لوگوں کے لیے, مشکل"
Q2816,👑 صرف ذہین لوگوں کے لیے,H,"قرآنِ مجید کی سورۂ ""النحل"" کا اردو ترجمہ کیا ہے؟",چیونٹی,ہاتھی,شہد کی مکھی,مکڑی,C,درست جواب ہے: شہد کی مکھی۔,"صرف ذہین لوگوں کے لیے, مشکل"
Q2817,🧠 99٪ لوگ غلط جواب دیتے ہیں,H,"اگر 1 Bitcoin کی قیمت 100,000 ڈالر ہو تو 0.5 Bitcoin کی قیمت کتنی ہوگی؟","50,000","100,000","75,000","25,000",A,"درست جواب ہے: 50,000۔","99٪ لوگ غلط جواب دیتے ہیں, مشکل"
Q2818,😈 ٹرک سوالات,H,اگر ایک شخص 10 منٹ میں 10 درخت لگاتا ہے تو اسی رفتار سے 60 درخت کتنے منٹ میں لگائے گا؟,30,100,10,60,D,درست جواب ہے: 60۔,"ٹرک سوالات, مشکل"
Q2819,👑 صرف ذہین لوگوں کے لیے,H,علامہ اقبال کا یوم پیدائش کب منایا جاتا ہے؟,23 مارچ,25 دسمبر,9 نومبر,14 اگست,C,درست جواب ہے: 9 نومبر۔,"صرف ذہین لوگوں کے لیے, مشکل"
Q2820,😈 ٹرک سوالات,H,باپ اور بیٹے کی عمروں کا مجموعہ 48 سال ہے۔ باپ بیٹے سے 5 گنا بڑا ہے۔ بیٹے کی عمر کیا ہے؟,10,13,8,6,C,بیٹا + باپ = 48، باپ = 5×بیٹا، لہٰذا بیٹا = 48/6 = 8 سال۔,"ٹرک سوالات, مشکل"
Q2821,🎭 الفاظ کا جادو,H,"لفظ ""شیر"" کا ایک مطلب جنگل کا جانور ہے، دوسرا کیا ہے؟",درخت,پانی,شاعری کا مصرع,پرندہ,C,"شاعری میں ہر مصرعے کو بھی ""شیر"" کہا جاتا ہے۔","الفاظ کا جادو, مشکل"
Q2822,🤯 دماغ کا امتحان,H,ایک دریا کے کنارے 2 باپ اور 2 بیٹے مچھلی پکڑ رہے تھے۔ ہر ایک نے ایک مچھلی پکڑی، پھر بھی صرف 3 مچھلیاں تھیں۔ کیوں؟,ایک نے دو مچھلیاں پکڑیں,وہ دادا، باپ اور پوتا تھے,ایک مچھلی مر گئی,ایک مچھلی بھاگ گئی,B,درست جواب ہے: وہ دادا، باپ اور پوتا تھے۔,"دماغ کا امتحان, مشکل"
Q2823,🎭 الفاظ کا جادو,H,"لفظ ""گھر"" کا دوسرا مطلب کیا ہے؟",دروازہ,چھت,خاندان,کمرہ,C,گھر سے مراد خاندان بھی ہوتا ہے۔,"الفاظ کا جادو, مشکل"
Q2824,🧠 99٪ لوگ غلط جواب دیتے ہیں,H,اگر 3 ڈاکٹر اور 3 نرسیں ایک دوسرے سے صرف ایک ایک بار ہاتھ ملائیں تو کل کتنے ہاتھ ملائے جائیں گے؟,14,15,18,12,B,درست جواب ہے: 15۔,"99٪ لوگ غلط جواب دیتے ہیں, مشکل"
Q2825,📖 اردو محاورے,H,آگے کنواں پیچھے کھائی کا مطلب کیا ہے,کامیابی ملنا,خوشی ہونا,دونوں طرف مشکل ہونا,سفر آسان ہونا,C,درست جواب ہے: دونوں طرف مشکل ہونا۔,"اردو محاورے, مشکل"
Q2826,🎭 الفاظ کا جادو,H,"لفظ ""فتح"" کا متضاد کیا ہے؟",ترقی,شکست,محنت,کامیابی,B,فتح کا متضاد شکست ہے۔,"الفاظ کا جادو, مشکل"
Q2827,🧠 99٪ لوگ غلط جواب دیتے ہیں,H,ایک آدمی ہر روز صبح 8 بجے اٹھتا ہے 9 بجے آفس جاتا ہے شام 5 بجے واپس آتا ہے رات 10 بجے سوتا ہے۔ پھر بھی ہر سال 10 کلو وزن بڑھا لیتا ہے۔ کیوں؟,وہ بہت زیادہ کھاتا ہے,وہ ڈاکٹر نہیں دیکھتا,"وہ ایک ""سال"" کا مطلب ""سونے کا سال"" سمجھتا ہے",وہ ورزش نہیں کرتا,C,"درست جواب ہے: وہ ایک ""سال"" کا مطلب ""سونے کا سال"" سمجھتا ہے۔","99٪ لوگ غلط جواب دیتے ہیں, مشکل"
Q2828,📖 اردو محاورے,H,نہ نو من تیل ہوگا نہ رادھا ناچے گی کا مطلب؟,کام ناممکن ہونا,خوشی منانا,تیل ختم ہونا,ناچ سیکھنا,A,یعنی شرط پوری نہ ہونے سے کام بھی نہیں ہوگا۔,"اردو محاورے, مشکل"
Q2829,🎭 الفاظ کا جادو,H,"""شاگرد"" کا مترادف کیا ہے؟",طائر,طالب علم,نسخہ,ثروت,B,"""شاگرد"" کا مترادف ""طالب علم"" ہے۔","الفاظ کا جادو, مشکل"
Q2830,👑 صرف ذہین لوگوں کے لیے,H,"پاکستان کا کون سا علاقہ ""پاکستان کا سوئٹزرلینڈ"" کہلاتا ہے؟",مری,ہنزہ,ناران,سوات,D,درست جواب ہے: سوات۔,"صرف ذہین لوگوں کے لیے, مشکل"
Q2831,📖 اردو محاورے,H,"""دھوپ میں بال سفید نہ ہونا"" کا مطلب کیا ہے؟",بہت تجربہ کار ہونا,بغیر تجربے کے بولنا (طنزیہ),بوڑھا ہونا,دھوپ میں کام کرنا,B,"""دھوپ میں بال سفید نہ ہونا"" کا محاورتی مطلب ہے: بغیر تجربے کے بولنا (طنزیہ)۔","اردو محاورے, مشکل"
Q2832,⏳ 5 سیکنڈ چیلنج,H,کنجیاں ہیں، تالے نہیں۔ Space ہے، کمرہ نہیں۔ Enter کر سکتے ہیں۔ کیا ہوں؟,انٹرنیٹ,موبائل,کمپیوٹر کی بورڈ,تالا,C,درست جواب ہے: کمپیوٹر کی بورڈ۔,"5 سیکنڈ چیلنج, مشکل"
Q2833,🤯 دماغ کا امتحان,H,اگر 8 آدمی 8 دن میں ایک کام کرتے ہیں تو 4 آدمی وہی کام کتنے دن میں کریں گے؟,16 دن,8 دن,4 دن,12 دن,A,غور سے سوچیں: درست جواب 16 دن ہے۔,"دماغ کا امتحان, مشکل"
Q2834,🧩 دلچسپ پہیلیاں,H,وہ کون سی چیز ہے جو ایک بار ٹوٹنے کے بعد جوڑنے پر بھی نشان چھوڑ جاتی ہے؟,اعتماد/دل,برتن,کھلونا,شیشہ,A,یہ ایک لطیف پہیلی ہے جس کا جواب ہے: اعتماد/دل۔,"دلچسپ پہیلیاں, مشکل"
Q2835,🎭 الفاظ کا جادو,H,"""روشنی"" کا مترادف کیا ہے؟",وفات,امن,چشم,نور,D,"""روشنی"" کا مترادف ""نور"" ہے۔","الفاظ کا جادو, مشکل"
Q2836,👑 صرف ذہین لوگوں کے لیے,H,دنیا کی پہلی تحریری زبان کون سی مانی جاتی ہے؟,لاطینی,عربی,سمیری زبان (کیونیفارم رسم الخط),سنسکرت,C,درست جواب ہے: سمیری زبان (کیونیفارم رسم الخط)۔,"صرف ذہین لوگوں کے لیے, مشکل"
Q2837,🧠 99٪ لوگ غلط جواب دیتے ہیں,H,اگر 3 بلیاں، 3 چوہے، 3 منٹ میں پکڑتی ہیں تو 100 بلیاں، 100 چوہے کتنے منٹ میں پکڑیں گی؟,1 منٹ,100 منٹ,3 منٹ,50 منٹ,C,درست جواب ہے: 3 منٹ۔,"99٪ لوگ غلط جواب دیتے ہیں, مشکل"
Q2838,🧠 99٪ لوگ غلط جواب دیتے ہیں,H,ایک باغ میں 12 درخت ہیں۔ ہر درخت پر 8 پھل ہیں۔ اگر ایک چوتھائی پھل گر جائیں تو کتنے پھل باقی رہیں گے؟,96,72,24,80,B,درست جواب ہے: 72۔,"99٪ لوگ غلط جواب دیتے ہیں, مشکل"
Q2839,👑 صرف ذہین لوگوں کے لیے,H,سندھ کی قدیم تہذیب موہنجوداڑو کس دریا کے کنارے واقع ہے؟,دریائے راوی,دریائے چناب,دریائے سندھ,دریائے جہلم,C,درست جواب ہے: دریائے سندھ۔,"صرف ذہین لوگوں کے لیے, مشکل"
Q2840,🤯 دماغ کا امتحان,H,ایک گاڑی 40 کلومیٹر فی گھنٹہ کی رفتار سے 4 گھنٹے سفر کرتی ہے۔ کل فاصلہ کتنا ہوگا؟,200,160,120,240,B,فاصلہ = رفتار × وقت = 40 × 4 = 160 کلومیٹر۔,"دماغ کا امتحان, مشکل"
Q2841,📖 اردو محاورے,H,اپنا سا منہ لے کر رہ جانا کا مطلب کیا ہے,بات کرنا,غصہ ہونا,خوش ہونا,شرمندہ ہونا,D,ناکامی کے بعد شرمندہ ہونا۔,"اردو محاورے, مشکل"
Q2842,📖 اردو محاورے,H,ہاتھ دھو کر پیچھے پڑنا کا مطلب کیا ہے؟,خاموش رہنا,صفائی کرنا,سختی سے دشمنی کرنا,مدد کرنا,C,اس محاورے کا مطلب کسی کے پیچھے پوری شدت سے پڑ جانا ہے۔,"اردو محاورے, مشکل"
Q2843,🎭 الفاظ کا جادو,H,"""بادشاہ"" کا مترادف کیا ہے؟",سلطان,طائر,نجم,شمشیر,A,"""بادشاہ"" کا مترادف ""سلطان"" ہے۔","الفاظ کا جادو, مشکل"
Q2844,📖 اردو محاورے,H,"""آنکھ اٹھا کر نہ دیکھنا"" کا مطلب کیا ہے؟",مسکرانا,پیار سے دیکھنا,توجہ دینا,بالکل بےاعتنائی برتنا,D,"""آنکھ اٹھا کر نہ دیکھنا"" کا محاورتی مطلب ہے: بالکل بےاعتنائی برتنا۔","اردو محاورے, مشکل"
Q2845,🎭 الفاظ کا جادو,H,"اردو لفظ ""تجدید"" کا متضاد کیا ہے؟",جدید,نیا,تازہ,قدیم,D,درست جواب ہے: قدیم۔,"الفاظ کا جادو, مشکل"
